prop,cu_high,cu_low
0.775,1957.3952919621195,1714.4733829642037
0.776,1957.9636122899587,1714.892797306752
0.777,1958.5333758979068,1715.3132767746322
0.778,1959.1045965505814,1715.734831525986
0.779,1959.6772881841837,1716.1574718455806
0.78,1960.2514649095388,1716.581208147055
0.781,1960.8271410152051,1717.0060509752127
0.782,1961.404330970655,1717.4320110083702
0.783,1961.9830494295225,1717.859099060753
0.784,1962.5633112329258,1718.2873260849483
0.785,1963.1451314128672,1718.7167031744132
0.786,1963.7285251957046,1719.1472415660378
0.787,1964.3135080057077,1719.5789526427686
0.788,1964.9000954686917,1720.0118479362905
